drug1,drug2,label
floxuridine,clomipramine,1
floxuridine,clopidogrel,1
floxuridine,colchicine,1
floxuridine,colistin,1
floxuridine,cyclophosphamide,1
floxuridine,cytarabine,1
floxuridine,dacarbazine,1
floxuridine,dasatinib,1
floxuridine,desipramine,1
floxuridine,desoximetasone,1
floxuridine,dexrazoxane,1
floxuridine,dextromethorphan,1
floxuridine,diclofenac,1
floxuridine,didanosine,1
floxuridine,diflunisal,1
floxuridine,digoxin,1
floxuridine,diphenhydramine,1
floxuridine,dipyridamole,1
floxuridine,disopyramide,1
floxuridine,docetaxel,1
floxuridine,donepezil,1
floxuridine,doxazosin,1
floxuridine,doxepin,1
floxuridine,doxorubicin,1
floxuridine,doxycycline,1
floxuridine,enalaprilat,1
floxuridine,epirubicin,1
floxuridine,estradiol,1
floxuridine,estrone,1
floxuridine,ethambutol,1
floxuridine,etodolac,1
floxuridine,etomidate,1
floxuridine,etoposide,1
floxuridine,etoricoxib,1
floxuridine,everolimus,1
floxuridine,fenofibrate,1
floxuridine,fenoldopam,1
floxuridine,fenoprofen,1
flucytosine,acarbose,1
flucytosine,acenocoumarol,1
flucytosine,acetazolamide,1
flucytosine,allopurinol,1
flucytosine,alprazolam,1
flucytosine,amikacin,1
flucytosine,amitriptyline,1
flucytosine,amoxicillin,1
flucytosine,amsacrine,1
flucytosine,auranofin,1
flucytosine,azacitidine,1
flucytosine,aztreonam,1
flucytosine,bacitracin,1
flucytosine,baclofen,1
flucytosine,benserazide,1
flucytosine,betamethasone,1
flucytosine,bisoprolol,1
flucytosine,bortezomib,1
flucytosine,budesonide,1
flucytosine,bumetanide,1
flucytosine,bupropion,1
flucytosine,buspirone,1
flucytosine,busulfan,1
flucytosine,capecitabine,1
flucytosine,carbamazepine,1
flucytosine,carbidopa,1
flucytosine,cefadroxil,1
flucytosine,cefazolin,1
flucytosine,cefdinir,1
flucytosine,cefmetazole,1
flucytosine,ceftazidime,1
flucytosine,celecoxib,1
flucytosine,cetirizine,1
flucytosine,chlorthalidone,1
flucytosine,chlorzoxazone,1
flucytosine,cilostazol,1
flucytosine,cimetidine,1
flucytosine,ciprofloxacin,1
flucytosine,clobetasol,1
flucytosine,clomipramine,1
flucytosine,clopidogrel,1
flucytosine,colchicine,1
flucytosine,colistin,1
flucytosine,cyclophosphamide,1
flucytosine,cytarabine,1
flucytosine,dacarbazine,1
flucytosine,dasatinib,1
flucytosine,desipramine,1
flucytosine,desoximetasone,1
flucytosine,dexrazoxane,1
flucytosine,diclofenac,1
flucytosine,didanosine,1
flucytosine,diflunisal,1
flucytosine,digoxin,1
flucytosine,dipyridamole,1
flucytosine,disopyramide,1
flucytosine,docetaxel,1
flucytosine,doxepin,1
flucytosine,doxorubicin,1
flucytosine,doxycycline,1
flucytosine,enalaprilat,1
flucytosine,epirubicin,1
flucytosine,estradiol,1
flucytosine,ethambutol,1
flucytosine,etodolac,1
flucytosine,etomidate,1
flucytosine,etoposide,1
flucytosine,etoricoxib,1
flucytosine,everolimus,1
flucytosine,fenofibrate,1
flucytosine,fenoldopam,1
flucytosine,fenoprofen,1
flucytosine,floxuridine,1
fludrocortisone,acarbose,1
fludrocortisone,acenocoumarol,1
fludrocortisone,amsacrine,1
fludrocortisone,azacitidine,1
fludrocortisone,azithromycin,1
fludrocortisone,betamethasone,1
fludrocortisone,bortezomib,1
fludrocortisone,bromocriptine,1
fludrocortisone,budesonide,1
fludrocortisone,bumetanide,1
fludrocortisone,busulfan,1
fludrocortisone,capecitabine,1
fludrocortisone,capsaicin,1
fludrocortisone,carbamazepine,1
fludrocortisone,celecoxib,1
fludrocortisone,chlorthalidone,1
fludrocortisone,ciprofloxacin,1
fludrocortisone,clindamycin,1
fludrocortisone,clobetasol,1
fludrocortisone,colchicine,1
fludrocortisone,cyclophosphamide,1
fludrocortisone,cytarabine,1
fludrocortisone,dacarbazine,1
fludrocortisone,danazol,1
fludrocortisone,dasatinib,1
fludrocortisone,desoximetasone,1
fludrocortisone,dexrazoxane,1
fludrocortisone,diclofenac,1
fludrocortisone,diethylcarbamazine,1
fludrocortisone,diethylstilbestrol,1
fludrocortisone,diflunisal,1
fludrocortisone,digitoxin,1
fludrocortisone,digoxin,1
fludrocortisone,disopyramide,1
fludrocortisone,docetaxel,1
fludrocortisone,donepezil,1
fludrocortisone,doxorubicin,1
fludrocortisone,ephedrine,1
fludrocortisone,epirubicin,1
fludrocortisone,erythromycin,1
fludrocortisone,estradiol,1
fludrocortisone,estriol,1
fludrocortisone,estrone,1
fludrocortisone,etodolac,1
fludrocortisone,etoposide,1
fludrocortisone,etoricoxib,1
fludrocortisone,everolimus,1
fludrocortisone,fenoprofen,1
fludrocortisone,floxuridine,1
fludrocortisone,flucytosine,1
flumazenil,acarbose,1
flumazenil,acetazolamide,1
flumazenil,allopurinol,1
flumazenil,alprazolam,1
flumazenil,amikacin,1
flumazenil,amitriptyline,1
flumazenil,amoxicillin,1
flumazenil,auranofin,1
flumazenil,azacitidine,1
flumazenil,aztreonam,1
flumazenil,bacitracin,1
flumazenil,baclofen,1
flumazenil,benserazide,1
flumazenil,bisoprolol,1
flumazenil,budesonide,1
flumazenil,bumetanide,1
flumazenil,bupropion,1
flumazenil,buspirone,1
flumazenil,capecitabine,1
flumazenil,carbamazepine,1
flumazenil,carbidopa,1
flumazenil,cefadroxil,1
flumazenil,cefazolin,1
flumazenil,cefdinir,1
flumazenil,cefmetazole,1
flumazenil,ceftazidime,1
flumazenil,celecoxib,1
flumazenil,cetirizine,1
flumazenil,chlorthalidone,1
flumazenil,chlorzoxazone,1
flumazenil,cilostazol,1
flumazenil,cimetidine,1
flumazenil,ciprofloxacin,1
flumazenil,clomipramine,1
flumazenil,colchicine,1
flumazenil,colistin,1
flumazenil,dacarbazine,1
flumazenil,desipramine,1
flumazenil,dexrazoxane,1
flumazenil,diclofenac,1
flumazenil,didanosine,1
flumazenil,diflunisal,1
flumazenil,digoxin,1
flumazenil,disopyramide,1
flumazenil,doxepin,1
flumazenil,doxycycline,1
flumazenil,enalaprilat,1
flumazenil,estradiol,1
flumazenil,ethambutol,1
flumazenil,etodolac,1
flumazenil,etomidate,1
flumazenil,etoricoxib,1
flumazenil,fenofibrate,1
flumazenil,fenoldopam,1
flumazenil,fenoprofen,1
flumazenil,floxuridine,1
flumazenil,flucytosine,1
flunarizine,acarbose,1
flunarizine,acenocoumarol,1
flunarizine,acetazolamide,1
flunarizine,albendazole,1
flunarizine,alprazolam,1
flunarizine,aminophylline,1
flunarizine,amisulpride,1
flunarizine,amitriptyline,1
flunarizine,amlodipine,1
flunarizine,amodiaquine,1
flunarizine,amoxapine,1
flunarizine,apomorphine,1
flunarizine,aprepitant,1
flunarizine,aripiprazole,1
flunarizine,artemether,1
flunarizine,asenapine,1
flunarizine,atenolol,1
flunarizine,atovaquone,1
flunarizine,atropine,1
flunarizine,azithromycin,1
flunarizine,baclofen,1
flunarizine,benperidol,1
flunarizine,bepridil,1
flunarizine,betahistine,1
flunarizine,betaxolol,1
flunarizine,biperiden,1
flunarizine,bisoprolol,1
flunarizine,bortezomib,1
flunarizine,bosentan,1
flunarizine,bromocriptine,1
flunarizine,brompheniramine,1
flunarizine,bupivacaine,1
flunarizine,bupropion,1
flunarizine,buspirone,1
flunarizine,cabergoline,1
flunarizine,caffeine,1
flunarizine,capecitabine,1
flunarizine,capsaicin,1
flunarizine,captopril,1
flunarizine,carbamazepine,1
flunarizine,carteolol,1
flunarizine,carvedilol,1
flunarizine,celecoxib,1
flunarizine,cetirizine,1
flunarizine,chlormezanone,1
flunarizine,chlorzoxazone,1
flunarizine,cilostazol,1
flunarizine,cimetidine,1
flunarizine,cinnarizine,1
flunarizine,ciprofloxacin,1
flunarizine,cisapride,1
flunarizine,citalopram,1
flunarizine,clemastine,1
flunarizine,clofibrate,1
flunarizine,clomipramine,1
flunarizine,clonidine,1
flunarizine,clopidogrel,1
flunarizine,crizotinib,1
flunarizine,cyclizine,1
flunarizine,cyclophosphamide,1
flunarizine,cyproheptadine,1
flunarizine,dacarbazine,1
flunarizine,dasatinib,1
flunarizine,desipramine,1
flunarizine,dexfenfluramine,1
flunarizine,dextromethorphan,1
flunarizine,diclofenac,1
flunarizine,diethylstilbestrol,1
flunarizine,diflunisal,1
flunarizine,digitoxin,1
flunarizine,digoxin,1
flunarizine,dihydroergotamine,1
flunarizine,dimenhydrinate,1
flunarizine,diphenhydramine,1
flunarizine,diphenoxylate,1
flunarizine,disopyramide,1
flunarizine,disulfiram,1
flunarizine,donepezil,1
flunarizine,doxazosin,1
flunarizine,doxepin,1
flunarizine,doxorubicin,1
flunarizine,droperidol,1
flunarizine,enalaprilat,1
flunarizine,erythromycin,1
flunarizine,estradiol,1
flunarizine,estrone,1
flunarizine,ethosuximide,1
flunarizine,etodolac,1
flunarizine,etomidate,1
flunarizine,etoposide,1
flunarizine,etoricoxib,1
flunarizine,everolimus,1
flunarizine,felbamate,1
flunarizine,fenofibrate,1
flunarizine,fenoprofen,1
flunarizine,flecainide,1
flunarizine,floxuridine,1
fluocinonide,acarbose,1
fluocinonide,acenocoumarol,1
fluocinonide,albendazole,1
fluocinonide,alprazolam,1
fluocinonide,aminophylline,1
fluocinonide,amitriptyline,1
fluocinonide,amlodipine,1
fluocinonide,amsacrine,1
fluocinonide,apomorphine,1
fluocinonide,aprepitant,1
fluocinonide,aripiprazole,1
fluocinonide,artemether,1
fluocinonide,azacitidine,1
fluocinonide,azithromycin,1
fluocinonide,betamethasone,1
fluocinonide,bortezomib,1
fluocinonide,bromocriptine,1
fluocinonide,budesonide,1
fluocinonide,bumetanide,1
fluocinonide,buspirone,1
fluocinonide,busulfan,1
fluocinonide,cabergoline,1
fluocinonide,capecitabine,1
fluocinonide,capsaicin,1
fluocinonide,carbamazepine,1
fluocinonide,celecoxib,1
fluocinonide,chlorthalidone,1
fluocinonide,cilostazol,1
fluocinonide,ciprofloxacin,1
fluocinonide,cisapride,1
fluocinonide,clindamycin,1
fluocinonide,clobetasol,1
fluocinonide,clomipramine,1
fluocinonide,clonidine,1
fluocinonide,clopidogrel,1
fluocinonide,colchicine,1
fluocinonide,crizotinib,1
fluocinonide,cyclophosphamide,1
fluocinonide,cytarabine,1
fluocinonide,dacarbazine,1
fluocinonide,danazol,1
fluocinonide,dasatinib,1
fluocinonide,desoximetasone,1
fluocinonide,dexrazoxane,1
fluocinonide,dextromethorphan,1
fluocinonide,diclofenac,1
fluocinonide,diethylcarbamazine,1
fluocinonide,diethylstilbestrol,1
fluocinonide,diflunisal,1
fluocinonide,digitoxin,1
fluocinonide,digoxin,1
fluocinonide,dihydroergocristine,1
fluocinonide,dihydroergotamine,1
fluocinonide,disopyramide,1
fluocinonide,disulfiram,1
fluocinonide,docetaxel,1
fluocinonide,donepezil,1
fluocinonide,doxazosin,1
fluocinonide,doxorubicin,1
fluocinonide,ephedrine,1
fluocinonide,epirubicin,1
fluocinonide,erythromycin,1
fluocinonide,estradiol,1
fluocinonide,estrone,1
fluocinonide,etodolac,1
fluocinonide,etoposide,1
fluocinonide,etoricoxib,1
fluocinonide,everolimus,1
fluocinonide,famciclovir,1
fluocinonide,fenofibrate,1
fluocinonide,fenoprofen,1
fluocinonide,finasteride,1
fluocinonide,floxuridine,1
fluocinonide,flucytosine,1
fluocinonide,fludrocortisone,1
fluorometholone,acarbose,1
fluorometholone,acenocoumarol,1
fluorometholone,amsacrine,1
fluorometholone,azacitidine,1
fluorometholone,betamethasone,1
fluorometholone,bortezomib,1
fluorometholone,bromocriptine,1
fluorometholone,budesonide,1
fluorometholone,busulfan,1
fluorometholone,capecitabine,1
fluorometholone,capsaicin,1
fluorometholone,carbamazepine,1
fluorometholone,celecoxib,1
fluorometholone,chlorthalidone,1
fluorometholone,clobetasol,1
fluorometholone,colchicine,1
fluorometholone,cyclophosphamide,1
fluorometholone,cytarabine,1
fluorometholone,dacarbazine,1
fluorometholone,dasatinib,1
fluorometholone,desoximetasone,1
fluorometholone,dexrazoxane,1
fluorometholone,diclofenac,1
fluorometholone,diethylcarbamazine,1
fluorometholone,diethylstilbestrol,1
fluorometholone,diflunisal,1
fluorometholone,digitoxin,1
fluorometholone,digoxin,1
fluorometholone,disopyramide,1
fluorometholone,docetaxel,1
fluorometholone,donepezil,1
fluorometholone,doxorubicin,1
fluorometholone,ephedrine,1
fluorometholone,epirubicin,1
fluorometholone,estradiol,1
fluorometholone,etodolac,1
fluorometholone,etoposide,1
fluorometholone,etoricoxib,1
fluorometholone,everolimus,1
fluorometholone,fenoprofen,1
fluorometholone,floxuridine,1
fluorometholone,flucytosine,1
fluorometholone,fludrocortisone,1
fluorometholone,fluocinonide,1
fluorouracil,acenocoumarol,1
fluorouracil,albendazole,1
fluorouracil,allopurinol,1
fluorouracil,aminophylline,1
fluorouracil,amisulpride,1
fluorouracil,amitriptyline,1
fluorouracil,amodiaquine,1
fluorouracil,amoxapine,1
fluorouracil,amsacrine,1
fluorouracil,apomorphine,1
fluorouracil,aripiprazole,1
fluorouracil,artemether,1
fluorouracil,asenapine,1
fluorouracil,atropine,1
fluorouracil,azacitidine,1
fluorouracil,azithromycin,1
fluorouracil,bepridil,1
fluorouracil,betamethasone,1
fluorouracil,betaxolol,1
fluorouracil,bezafibrate,1
fluorouracil,bortezomib,1
fluorouracil,bosentan,1
fluorouracil,brompheniramine,1
fluorouracil,budesonide,1
fluorouracil,bupropion,1
fluorouracil,busulfan,1
fluorouracil,caffeine,1
fluorouracil,capecitabine,1
fluorouracil,capsaicin,1
fluorouracil,carbamazepine,1
fluorouracil,carvedilol,1
fluorouracil,celecoxib,1
fluorouracil,cetirizine,1
fluorouracil,chlorzoxazone,1
fluorouracil,cilostazol,1
fluorouracil,cimetidine,1
fluorouracil,cinnarizine,1
fluorouracil,ciprofloxacin,1
fluorouracil,cisapride,1
fluorouracil,citalopram,1
fluorouracil,clemastine,1
fluorouracil,clobetasol,1
fluorouracil,clofazimine,1
fluorouracil,clofibrate,1
fluorouracil,clomipramine,1
fluorouracil,clonidine,1
fluorouracil,clopidogrel,1
fluorouracil,colchicine,1
fluorouracil,crizotinib,1
fluorouracil,cyclizine,1
fluorouracil,cyclophosphamide,1
fluorouracil,cyproheptadine,1
fluorouracil,cytarabine,1
fluorouracil,dacarbazine,1
fluorouracil,dasatinib,1
fluorouracil,desipramine,1
fluorouracil,desoximetasone,1
fluorouracil,dexfenfluramine,1
fluorouracil,dexrazoxane,1
fluorouracil,dextromethorphan,1
fluorouracil,diclofenac,1
fluorouracil,diethylstilbestrol,1
fluorouracil,digitoxin,1
fluorouracil,digoxin,1
fluorouracil,dimenhydrinate,1
fluorouracil,diphenhydramine,1
fluorouracil,dipyridamole,1
fluorouracil,disopyramide,1
fluorouracil,disulfiram,1
fluorouracil,docetaxel,1
fluorouracil,donepezil,1
fluorouracil,doxazosin,1
fluorouracil,doxepin,1
fluorouracil,doxorubicin,1
fluorouracil,droperidol,1
fluorouracil,epirubicin,1
fluorouracil,erythromycin,1
fluorouracil,estradiol,1
fluorouracil,estrone,1
fluorouracil,ethosuximide,1
fluorouracil,etodolac,1
fluorouracil,etoposide,1
fluorouracil,etoricoxib,1
fluorouracil,everolimus,1
fluorouracil,felbamate,1
fluorouracil,fenofibrate,1
fluorouracil,flecainide,1
fluorouracil,floxuridine,1
fluorouracil,flucytosine,1
fluorouracil,fludrocortisone,1
fluorouracil,flunarizine,1
fluorouracil,fluocinonide,1
fluorouracil,fluorometholone,1
fluoxetine,acarbose,1
fluoxetine,acenocoumarol,1
fluoxetine,acetazolamide,1
fluoxetine,albendazole,1
fluoxetine,alprazolam,1
fluoxetine,aminophylline,1
fluoxetine,amisulpride,1
fluoxetine,amitriptyline,1
fluoxetine,amlodipine,1
fluoxetine,amodiaquine,1
fluoxetine,amoxapine,1
fluoxetine,apomorphine,1
fluoxetine,aprepitant,1
fluoxetine,aripiprazole,1
fluoxetine,artemether,1
fluoxetine,asenapine,1
fluoxetine,atenolol,1
fluoxetine,atovaquone,1
fluoxetine,atropine,1
fluoxetine,azithromycin,1
fluoxetine,baclofen,1
fluoxetine,benperidol,1
fluoxetine,bepridil,1
fluoxetine,betamethasone,1
fluoxetine,betaxolol,1
fluoxetine,biperiden,1
fluoxetine,bisoprolol,1
fluoxetine,bortezomib,1
fluoxetine,bosentan,1
fluoxetine,bromocriptine,1
fluoxetine,brompheniramine,1
fluoxetine,bupivacaine,1
fluoxetine,bupropion,1
fluoxetine,buspirone,1
fluoxetine,cabergoline,1
fluoxetine,caffeine,1
fluoxetine,capecitabine,1
fluoxetine,capsaicin,1
fluoxetine,carbamazepine,1
fluoxetine,carteolol,1
fluoxetine,carvedilol,1
fluoxetine,celecoxib,1
fluoxetine,cetirizine,1
fluoxetine,chlormezanone,1
fluoxetine,chlorthalidone,1
fluoxetine,chlorzoxazone,1
fluoxetine,cilostazol,1
fluoxetine,cimetidine,1
fluoxetine,cinnarizine,1
fluoxetine,ciprofloxacin,1
fluoxetine,cisapride,1
fluoxetine,citalopram,1
fluoxetine,clemastine,1
fluoxetine,clofazimine,1
fluoxetine,clomipramine,1
fluoxetine,clonidine,1
fluoxetine,clopidogrel,1
fluoxetine,crizotinib,1
fluoxetine,cyclizine,1
fluoxetine,cyclopentolate,1
fluoxetine,cyclophosphamide,1
fluoxetine,cyproheptadine,1
fluoxetine,dacarbazine,1
fluoxetine,dasatinib,1
fluoxetine,desipramine,1
fluoxetine,dexfenfluramine,1
fluoxetine,dextromethorphan,1
fluoxetine,diclofenac,1
fluoxetine,diethylcarbamazine,1
fluoxetine,diethylstilbestrol,1
fluoxetine,diflunisal,1
fluoxetine,digitoxin,1
fluoxetine,digoxin,1
fluoxetine,dihydroergotamine,1
fluoxetine,dimenhydrinate,1
fluoxetine,diphenhydramine,1
fluoxetine,diphenoxylate,1
fluoxetine,dipyridamole,1
fluoxetine,disopyramide,1
fluoxetine,disulfiram,1
fluoxetine,donepezil,1
fluoxetine,doxazosin,1
fluoxetine,doxepin,1
fluoxetine,doxorubicin,1
fluoxetine,droperidol,1
fluoxetine,erythromycin,1
fluoxetine,esomeprazole,1
fluoxetine,estradiol,1
fluoxetine,estrone,1
fluoxetine,ethosuximide,1
fluoxetine,etodolac,1
fluoxetine,etomidate,1
fluoxetine,etoposide,1
fluoxetine,etoricoxib,1
fluoxetine,everolimus,1
fluoxetine,felbamate,1
fluoxetine,fenofibrate,1
fluoxetine,fenoprofen,1
fluoxetine,flecainide,1
fluoxetine,floxuridine,1
fluoxetine,flunarizine,1
fluoxetine,fluorouracil,1
fluticasone,acarbose,1
fluticasone,acenocoumarol,1
fluticasone,albendazole,1
fluticasone,alprazolam,1
fluticasone,aminophylline,1
fluticasone,amitriptyline,1
fluticasone,amlodipine,1
fluticasone,amodiaquine,1
fluticasone,amsacrine,1
fluticasone,apomorphine,1
fluticasone,aprepitant,1
fluticasone,aripiprazole,1
fluticasone,artemether,1
fluticasone,azacitidine,1
fluticasone,azithromycin,1
fluticasone,betamethasone,1
fluticasone,bortezomib,1
fluticasone,bosentan,1
fluticasone,bromocriptine,1
fluticasone,budesonide,1
fluticasone,buspirone,1
fluticasone,busulfan,1
fluticasone,cabergoline,1
fluticasone,capecitabine,1
fluticasone,capsaicin,1
fluticasone,carbamazepine,1
fluticasone,celecoxib,1
fluticasone,chlorthalidone,1
fluticasone,cilostazol,1
fluticasone,cimetidine,1
fluticasone,ciprofloxacin,1
fluticasone,cisapride,1
fluticasone,clindamycin,1
fluticasone,clobetasol,1
fluticasone,clofazimine,1
fluticasone,clomipramine,1
fluticasone,clonidine,1
fluticasone,clopidogrel,1
fluticasone,colchicine,1
fluticasone,crizotinib,1
fluticasone,cyclophosphamide,1
fluticasone,cytarabine,1
fluticasone,dacarbazine,1
fluticasone,danazol,1
fluticasone,dasatinib,1
fluticasone,desoximetasone,1
fluticasone,dexrazoxane,1
fluticasone,dextromethorphan,1
fluticasone,diclofenac,1
fluticasone,diethylcarbamazine,1
fluticasone,diethylstilbestrol,1
fluticasone,diflunisal,1
fluticasone,digitoxin,1
fluticasone,digoxin,1
fluticasone,dihydroergocristine,1
fluticasone,dihydroergotamine,1
fluticasone,dinoprostone,1
fluticasone,disopyramide,1
fluticasone,disulfiram,1
fluticasone,docetaxel,1
fluticasone,donepezil,1
fluticasone,doxazosin,1
fluticasone,doxorubicin,1
fluticasone,ephedrine,1
fluticasone,epirubicin,1
fluticasone,erythromycin,1
fluticasone,estradiol,1
fluticasone,estrone,1
fluticasone,etodolac,1
fluticasone,etoposide,1
fluticasone,etoricoxib,1
fluticasone,everolimus,1
fluticasone,ezetimibe,1
fluticasone,famciclovir,1
fluticasone,fenofibrate,1
fluticasone,fenoprofen,1
fluticasone,finasteride,1
fluticasone,floxuridine,1
fluticasone,flucytosine,1
fluticasone,fludrocortisone,1
fluticasone,fluocinonide,1
fluticasone,fluorometholone,1
fluticasone,fluorouracil,1
fluvastatin,acenocoumarol,1
fluvastatin,acetylcysteine,1
fluvastatin,albendazole,1
fluvastatin,alprazolam,1
fluvastatin,aminophylline,1
fluvastatin,amitriptyline,1
fluvastatin,amodiaquine,1
fluvastatin,amoxapine,1
fluvastatin,apomorphine,1
fluvastatin,aprepitant,1
fluvastatin,aripiprazole,1
fluvastatin,artemether,1
fluvastatin,atenolol,1
fluvastatin,atovaquone,1
fluvastatin,azithromycin,1
fluvastatin,baclofen,1
fluvastatin,bepridil,1
fluvastatin,betamethasone,1
fluvastatin,betaxolol,1
fluvastatin,bezafibrate,1
fluvastatin,biperiden,1
fluvastatin,bortezomib,1
fluvastatin,bosentan,1
fluvastatin,brompheniramine,1
fluvastatin,budesonide,1
fluvastatin,bumetanide,1
fluvastatin,bupivacaine,1
fluvastatin,bupropion,1
fluvastatin,buspirone,1
fluvastatin,busulfan,1
fluvastatin,cabergoline,1
fluvastatin,capecitabine,1
fluvastatin,captopril,1
fluvastatin,carbamazepine,1
fluvastatin,carvedilol,1
fluvastatin,celecoxib,1
fluvastatin,chlorzoxazone,1
fluvastatin,cilostazol,1
fluvastatin,cimetidine,1
fluvastatin,cinnarizine,1
fluvastatin,ciprofloxacin,1
fluvastatin,cisapride,1
fluvastatin,citalopram,1
fluvastatin,clemastine,1
fluvastatin,clindamycin,1
fluvastatin,clobetasol,1
fluvastatin,clofazimine,1
fluvastatin,clofibrate,1
fluvastatin,clomipramine,1
fluvastatin,clonidine,1
fluvastatin,clopidogrel,1
fluvastatin,colchicine,1
fluvastatin,crizotinib,1
fluvastatin,cyclizine,1
fluvastatin,cyclophosphamide,1
fluvastatin,cytarabine,1
fluvastatin,danazol,1
fluvastatin,dasatinib,1
fluvastatin,desipramine,1
fluvastatin,dexfenfluramine,1
fluvastatin,dextromethorphan,1
fluvastatin,diclofenac,1
fluvastatin,diethylstilbestrol,1
fluvastatin,digitoxin,1
fluvastatin,digoxin,1
fluvastatin,dihydroergocristine,1
fluvastatin,dihydroergotamine,1
fluvastatin,dinoprostone,1
fluvastatin,diphenhydramine,1
fluvastatin,dipyridamole,1
fluvastatin,disulfiram,1
fluvastatin,docetaxel,1
fluvastatin,donepezil,1
fluvastatin,doxazosin,1
fluvastatin,doxepin,1
fluvastatin,doxorubicin,1
fluvastatin,erythromycin,1
fluvastatin,esomeprazole,1
fluvastatin,estradiol,1
fluvastatin,estrone,1
fluvastatin,etodolac,1
fluvastatin,etoposide,1
fluvastatin,etoricoxib,1
fluvastatin,everolimus,1
fluvastatin,ezetimibe,1
fluvastatin,famciclovir,1
fluvastatin,felbamate,1
fluvastatin,fenofibrate,1
fluvastatin,finasteride,1
fluvastatin,flecainide,1
fluvastatin,floxuridine,1
fluvastatin,flunarizine,1
fluvastatin,fluocinonide,1
fluvastatin,fluorouracil,1
fluvastatin,fluoxetine,1
fluvastatin,fluticasone,1
fluvoxamine,acarbose,1
fluvoxamine,acenocoumarol,1
fluvoxamine,acetazolamide,1
fluvoxamine,albendazole,1
fluvoxamine,allopurinol,1
fluvoxamine,alprazolam,1
fluvoxamine,amikacin,1
fluvoxamine,aminophylline,1
fluvoxamine,amisulpride,1
fluvoxamine,amitriptyline,1
fluvoxamine,amoxapine,1
fluvoxamine,amoxicillin,1
fluvoxamine,apomorphine,1
fluvoxamine,aprepitant,1
fluvoxamine,aripiprazole,1
fluvoxamine,artemether,1
fluvoxamine,asenapine,1
fluvoxamine,atenolol,1
fluvoxamine,atropine,1
fluvoxamine,auranofin,1
fluvoxamine,azacitidine,1
fluvoxamine,azithromycin,1
fluvoxamine,aztreonam,1
fluvoxamine,bacitracin,1
fluvoxamine,baclofen,1
fluvoxamine,benperidol,1
fluvoxamine,benserazide,1
fluvoxamine,bepridil,1
fluvoxamine,betaxolol,1
fluvoxamine,biperiden,1
fluvoxamine,bisoprolol,1
fluvoxamine,bortezomib,1
fluvoxamine,bosentan,1
fluvoxamine,bromocriptine,1
fluvoxamine,brompheniramine,1
fluvoxamine,budesonide,1
fluvoxamine,bumetanide,1
fluvoxamine,bupivacaine,1
fluvoxamine,bupropion,1
fluvoxamine,buspirone,1
fluvoxamine,busulfan,1
fluvoxamine,cabergoline,1
fluvoxamine,caffeine,1
fluvoxamine,capecitabine,1
fluvoxamine,capsaicin,1
fluvoxamine,carbamazepine,1
fluvoxamine,carbidopa,1
fluvoxamine,carvedilol,1
fluvoxamine,cefadroxil,1
fluvoxamine,cefazolin,1
fluvoxamine,cefdinir,1
fluvoxamine,cefmetazole,1
fluvoxamine,ceftazidime,1
fluvoxamine,celecoxib,1
fluvoxamine,cetirizine,1
fluvoxamine,chlormezanone,1
fluvoxamine,chlorthalidone,1
fluvoxamine,chlorzoxazone,1
fluvoxamine,cilostazol,1
fluvoxamine,cimetidine,1
fluvoxamine,cinnarizine,1
fluvoxamine,ciprofloxacin,1
fluvoxamine,cisapride,1
fluvoxamine,citalopram,1
fluvoxamine,clemastine,1
fluvoxamine,clindamycin,1
fluvoxamine,clomipramine,1
fluvoxamine,clonidine,1
fluvoxamine,clopidogrel,1
fluvoxamine,colchicine,1
fluvoxamine,colistin,1
fluvoxamine,crizotinib,1
fluvoxamine,cyclizine,1
fluvoxamine,cyclophosphamide,1
fluvoxamine,cyproheptadine,1
fluvoxamine,dacarbazine,1
fluvoxamine,dasatinib,1
fluvoxamine,desipramine,1
fluvoxamine,dexfenfluramine,1
fluvoxamine,dexrazoxane,1
fluvoxamine,dextromethorphan,1
fluvoxamine,diclofenac,1
fluvoxamine,didanosine,1
fluvoxamine,diethylstilbestrol,1
fluvoxamine,diflunisal,1
fluvoxamine,digitoxin,1
fluvoxamine,digoxin,1
fluvoxamine,dihydroergocristine,1
fluvoxamine,dihydroergotamine,1
fluvoxamine,dimenhydrinate,1
fluvoxamine,diphenhydramine,1
fluvoxamine,diphenoxylate,1
fluvoxamine,dipyridamole,1
fluvoxamine,disopyramide,1
fluvoxamine,disulfiram,1
fluvoxamine,docetaxel,1
fluvoxamine,donepezil,1
fluvoxamine,doxazosin,1
fluvoxamine,doxepin,1
fluvoxamine,doxorubicin,1
fluvoxamine,doxycycline,1
fluvoxamine,droperidol,1
fluvoxamine,enalaprilat,1
fluvoxamine,erythromycin,1
fluvoxamine,esomeprazole,1
fluvoxamine,estradiol,1
fluvoxamine,estrone,1
fluvoxamine,ethambutol,1
fluvoxamine,ethosuximide,1
fluvoxamine,etodolac,1
fluvoxamine,etomidate,1
fluvoxamine,etoposide,1
fluvoxamine,etoricoxib,1
fluvoxamine,everolimus,1
fluvoxamine,ezetimibe,1
fluvoxamine,famciclovir,1
fluvoxamine,felbamate,1
fluvoxamine,fenofibrate,1
fluvoxamine,fenoldopam,1
fluvoxamine,fenoprofen,1
fluvoxamine,finasteride,1
fluvoxamine,flecainide,1
fluvoxamine,floxuridine,1
